FENESIS_ID	FENESIS_Name_English	FENESIS_Name_latin	FENESIS_description	FMA_Info
322.26	Zygomaticotemporal branch	Ramus zygomaticotemporalis	 It passes through the respective foramen to the lateral wall of the orbit. A //	FMA52972:Zygomaticotemporal branch of zygomatic nerve
322.27	Zygomaticofacial branch	Ramus zygomticofacialis	 It passes through the corresponding foramen to the skin on the zygomatic bone. A //	FMA52973:Zygomaticofacial branch of zygomatic nerve
324.2	Superior alveolar nerves	Nervi	. Branches to the maxillary teeth. //.	FMA52930:Superior alveolar nerve
324.4	Middle superior alveolar branch	R	 alveolaris superior medius. It courses through the infraorbital sulcus to the maxilla and passes along the lateral wall of the maxillary sinus up to the superior dental plexus. C //.	FMA52932:Middle superior alveolar nerve
324.5	Anterior superior alveolar branches	Rami alveolares superiores anteriores	 They run in their respective canals and via the superior dental plexus to the incisors, canines, premolars and first molar tooth. C //	FMA52935:Anterior superior alveolar nerve
324.6	Superior dental plexus	Plexus dentalis superior	 Nerve plexus in the bone above the roots of the teeth formed by the superior alveolar rami. C//	FMA77528:Superior dental nerve plexus
324.10	External nasal branches	Rami nasales externi	 Branches to the outside of the nasal ala. C //	FMA75535:Set of external nasal branches of infra-orbital nerve
324.11	Internal nasal branches	Rami nasales interni	 Branches to the skin of the nasal vestibule. C//	FMA75536:Set of internal nasal branches of infra-orbital nerve
324.12	Superior labial branches	Rami labiales superiores	 Rami to the skin and mucosa of the upper lip. C //	FMA75537:Set of superior labial branches of infra-orbital nerve
324.14	Meningeal branch (nervus spinosus)	Ramus meningeus (n	 spinosus). It passes through the foramen spinosum accompanied by both branches of the middle meningeal artery and supplies the dura, a part of the sphenoidal sinus and the mastoid air cells. A //.	FMA53047:Meningeal branch of mandibular nerve
324.16	Deep temporal nerves	Nervi	. Motor nerves passing to the temporalis muscle from below. A //.	FMA75456:Set of deep temporal nerves
324.20	Ramus communicans [cum nervo pterygoideo mediali]		 Branch which communicates with the nerve to the medial pterygoid muscle. B //	FMA53071:Branch of mandibular nerve to otic ganglion
324.26	Fine branches to the tympanic membrane	Rami membranae tympani	 A //.	FMA53201:Branch of external acoustic meatus nerve to tympanic membrane
324.27	Parotid branches	Rami parotidei	 Small branches supplying the parotid gland. A //	FMA53206:Parotid branch of auriculotemporal nerve
324.28	Branches communicating with the facial nerve	Rami communicantes [cum n	 faciali]. They carry parasympathetic fibers from the otic ganglion to the parotid gland via the facial nerve. A //.	FMA53209:Communicating branch of auriculotemporal nerve with facial nerve
324.29	Anterior auricular nerves	Nervi	. They supply the anterior surface of the pinna. A //.	FMA75457:Set of anterior auricular nerves
324.30	Superficial temporal rami	Rami temporales superficialis	 Branches supplying the skin of the temporal region in front of and above the ear. A P 326 //	FMA53215:Superficial temporal branch of auriculotemporal nerve
326.3	Communicating rami to the hypoglosal nerve	Rami communicantes [cum n	 hypoglosso]. It lies on the hyoglossus muscle. A //.	FMA53225:Communicating branch of lingual nerve with hypoglossal nerve
326.4	Communicating ramus to the chorda tympani nerve	Ramus communicans [cum chorda tympani]	 A //.	none
326.6	Lingual branches	Rami linguales	 Numerous rami containing sensory and taste fibers from the anterior two-thirds of the lingual mucosa. A //	FMA53234:Lingual branch of lingual nerve
326.7	Ganglionic branches	Rami ganglionares	 Rami communicating with the submandibular ganglion. A //	FMA53237:Branch of lingual nerve to submandibular ganglion
326.11	Inferior dental plexus	Plexus dentalis inferior	 Plexus of nerves within the mandibular canal. B //	FMA53263:Inferior dental nerve plexus
326.15	Mental branches	Rami mentales	 Branches supplying the chin. B //	FMA53254:Mental branch of mental nerve
326.16	Labial branches	Rami labiales	 Branches supplying the lower lip. B //	FMA53255:Labial branch of mental nerve
326.16a	Gingival branches		 Rami gingivales; B //	FMA53256:Gingival branch of mental nerve
328.1	FACIAL NERVE (VII)	Nervus facialis (n	 intermediofacialis) [VII]. Seventh cranial nerve (nerve of the 2nd pharyngeal arch). It exits between the pons and olive, passes with the vestibulocochlear nerve into the petrous temporal bone and leaves it through the stylomastoid foramen. It supplies the muscles of facial expression. A B C D //.	FMA50868:Facial nerve
328.2	Genu of facial nerve	Geniculum [n	 facialis]. Bend in the facial nerve just below the anterior wall of the petrous temporal bone. A //.	FMA72510:Internal genu of facial nerve
328.4	Communicating branch of facial never with tympanic plexus	Ramus communicans [cum plexus tympanico]	 A //.	FMA53425:Communicating branch of sensory root of facial nerve with tympanic plexus
328.7	Occipital branch	Ramus occipitalis	 Ramus supplying the occipital belly of the occipitofrontalis muscle. B //	FMA53283:Occipital branch of posterior auricular nerve
328.8	Auricular branch	Ramus auricularis	 Branch to the muscles of the pinna. B //	FMA53282:Auricular branch of posterior auricular nerve
328.9	Digastric branch	Ramus digastricus	 It supplies the posterior belly of the digastric muscle. A B //	FMA53288:Branch of facial nerve to posterior belly of digastric
328.10	Stylohyoid branch	Ramus stylohyoideus	 Branch that often arises together with the lingual branch. It supplies the stylohyoid muscle. A //.	FMA53298:Nerve to stylohyoid
328.12	Intraparotid plexus	Plexus intraparotideus	 Facial nerve plexus situated in the space accessible anteriorly between the two parotid lobes. B //	FMA77530:Parotid nerve plexus
328.13	Temporal branches	Rami temporales	 Rami ascending over the zygomatic arch to the muscles of facial expression above the palpebral fissure and along the ear. B //	FMA53291:Temporal branch of facial nerve
328.14	Zygomatic branches	Rami zygomatici	 Rami supplying the lateral part of the orbicularis oculi and the muscles of facial expression between the palpebral and oral fissures. B //	FMA53307:Zygomatic branch of facial nerve
328.15	Buccal branches	Rami buccales	 Rami supplying the buccinator muscle and the muscles of facial expression around the mouth. B //	FMA53310:Buccal branch of facial nerve
328.16	Lingual branch	Ramus lingualis	 Inconstant ramus to the tongue. It sometimes arises in together with the stylohyoid ramus. //.	none
328.17	Marginal mandibular branch	Ramus marginalis mandibularis	 It passes to the chin and supplies the muscles of facial expression below the oral fissure. B //	FMA53365:Marginal mandibular branch of facial nerve
328.18	Cervical branch	Ramus colli (cervicalis)	 Motor branch for the platysma. It anastomoses with the transverse cervical nerve. B //.	FMA53396:Cervical branch of facial nerve
328.21	Chorda tympani		 Nerve bundle with parasympathetic fibers for the submandibular gland and sensory fibers from the taste buds occupying the anterior two-thirds of the tongue. It returns to the tympanic cavity where it passes between the malleus and incus, then goes through the petrotympanic fissure [[Glaser] or sphenopetrosal fissure to subsequently join the lingual nerve. A //.	FMA53228:Chorda tympani
328.26	Submandibular ganglion	Ganglion submandibulare	 Located above or in front of the submandibular gland. This parasympathetic ganglion is the synaptic site between preganglionic fibers from the chorda tympani and postganglionic fibers to the sublingual and submandibular glands. C //.	FMA6966:Submandibular ganglion
328.27	Sympathetic branch (to the submandibular ganglion)	Ramus sympatheticus (ad ganglion submandibulare)	 Branch from the internal carotid plexus. Its fibers arrive at the submandibular ganglion above the facial artery and pass through the ganglion without synapsing. C //.	FMA67551:Sympathetic root of submandibular ganglion
328.28	Glandular branches	Rami glandulares	 Small rami at the inferior margin of the submandibular .ganglion that supply the submandibular gland. C //.	none
328.29	Sublingual ganglion	[Ganglion sublinguale]	 Small group of cells occasionally present on the glandular rami. C //	FMA77591:Sublingual ganglion
330.2	Vestibular nerve	Nervusvestibularis	Superior,ventral, vestibular portion of vestibulocochlear nerve. A //	FMA53401:Vestibular nerve
330.6	Communicating branch with cochlear nerve	Ramus communicans cochlearis	//.	FMA53458:Cochlear communicating branch of vestibular nerve
330.7	Upper part of vestibular ganglion	Pars superior	 It supplies the anterior and lateral semicircular canals, utricle and anterior part of saccule. A //	FMA77531:Superior part of vestibular ganglion
330.8	Utriculoampullar nerve	Nervus utriculoampullaris	 Superior branch of vestibular nerve with fibers from the macuala and ampullary crest of the superior (anterior) and lateral semicircular canals. A //	FMA53442:Utriculo-ampullary nerve
330.10	Anterior ampullar nerve	Nervus ampullaris anterior	 Branch from the ampullary crest of the anterior semicircular canal. A //	FMA53455:Anterior ampullary nerve
330.11	Lateral ampullar nerve	Nervus ampullaris lateralis	 Branch from the ampullary crest of the lateral semicircular canal. A //	FMA53461:Lateral ampullary nerve
330.12	Inferior part of the vestibular ganglion	Pars inferior	 It supplies the posterior semicircular canal and a part of the sacculus. A //	FMA77532:Inferior part of vestibular ganglion
330.13	Posterior ampullar nerve	Nervus ampullaris posterior	 Branch from the ampullary crest of the posterior semicircular canal. A //	FMA53464:Posterior ampullary nerve
330.18	Superior (jugular) ganglion	Ganglion superius intracraniale	 Smaller ganglion in the jugular foramen. It contains cell bodies of afferent fibers. B C //.	FMA53474:Superior glossopharyngeal ganglion;
330.19	Inferior (petrous) ganglion	Ganglion inferius extracraniale	 Larger ganglion situated directly below the jugular foramen. It contains cell bodies of afferent fibers. B C //.	FMA53475:Inferior glossopharyngeal ganglion
330.21	Tympanic englargement(ganglion)	Intumescentia tympanica (ganglion tympanicum)	 Irregularly scattered ganglion cells forming a dilatation in the course of the tympanic nerve. C//	FMA53523:Tympanic ganglion
330.23	Tubal branch of tympanic plexus	Ramus tubarius (tubalis)	 Ramus for the auditory tube. C //	FMA77535:Tubal branch of tympanic plexus
330.24	Caroticotympanic nerves	Nervi	. Sympathetic fibers of the tympanic plexus derived from the internal carotid plexus. C //.	FMA75460:Set of caroticotympanic nerves
330.26	Pharyngeal branches of IX nerve	Rami pharyngeales (pharyngei)	 Three to four rami passing into the pharyngeal plexus. B //	FMA53486:Pharyngeal branch of glossopharyngeal nerve
330.27	Ramus to stylopharyngeus muscle	Ramus m	 stylopharyngei. B //	FMA53487:Nerve to stylopharyngeus
330.28	Branch to carotid sinus	Ramus sinus carotici	 It also passes to the carotid body and communicates with the sympathetic trunk and vagus nerve. B //	FMA53488:Carotid sinus nerve
330.29	Tonsillar branches	Rami tonsillares	 Branches supplying the mucosa of the palatine tonsil and its surroundings. B //	FMA53489:Tonsillar branch of glossopharyngeal nerve
330.30	Lingual branches	Rami linguales	 Taste fibers from the posterior third of the tongue including the valate papillae which are also supplied by the lingual nerve via the chorda tympani. B //	FMA53490:Lingual branch of glossopharyngeal nerve
330.33	Communicating branch with the meningeal branch	Ramus communicans [cum ramo meningeo]	 D //.	none
330.34	Communicating branch with auriculo-temporal nerve	Ramus communicans [cum n. auriculotemporali]]	 It includes postganglionic parasympathetic fibers that supply the parotid gland. D //	FMA53492:Communicating branch of glossopharyngeal nerve with auriculotemporal nerve
330.35	Communicating branch with chorda tympani	Ramus communicans [cum chorda tympani]	 It contains sensory nerve fibers. D //	FMA53493:Communicating branch of glossopharyngeal nerve with chorda tympani
332.2	Ganglion superius		 Small superior sensory ganglion of vagus situated in the jugular foramen. A //	FMA6229:Superior ganglion of vagus nerve
332.3	Inferior (nodose) ganglion	Ganglion inferius	 Large inferior, spindle-shaped ganglion of the vagus nerve. A //	FMA6230:Inferior ganglion of vagus nerve
332.4	Meningeal branch	Ramusmeningeus	Recurrent branch from the superior ganglion supplying the dura of the posterior cranial fossa in the region of the transverse and occipital sinuses. A //	FMA6231:Meningeal branch of vagus nerve
332.5	Auricular branch	Ramusauricularis	Branchthat arises from the superior ganglion of the vagus nerve, passes through the mastoid canal, exits through the tympanomastoid fissure and supplies the posterior surface of the pinna and the posterioinferior wall of the external acoustic meatus. A //	FMA6232:Auricular branch of vagus nerve
332.6	Communicating branch with IX nerve	Ramus communicans [cum.  n. glossopharyngeo].	 Anastomotic branch from the auricular ramus to the glossopharyngeal nerve. A //	FMA6233:Communicating branch of vagus nerve with glossopharyngeal nerve
332.7	Pharyngeal branch	Ramus pharyngealis (pharyngei)	 Branch radiating into the pharyngeal plexus. A //	FMA6234:Pharyngeal branch of vagus nerve
332.8	Pharyngeal plexus	Plexus pharyngealis	 Nerve plexus below the middle pharyngeal constrictor formed by the glossopharyngeal and vagus nerves and the cervical sympathetic trunk. A //	FMA6236:Pharyngeal branch of vagus nerve to pharyngeal nerve plexus
332.9	Superior cervical cardiac branches	Rami cardiaci cervicales superiores	 Branches given off at variably high cervical levels; they travel to the deep part of the cardiac plexus. A //	FMA6244:Superior cervical cardiac branch of vagus nerve
332.11	External branch of superior laryngeal nerve (external laryngeal nerve)	Ramus externus	 Nerve that branches to the inferior pharyngeal constrictor and then, covered by the infrahyoid musculature, passes to the cricothyroid muscle. A //	FMA6243:External laryngeal nerve
332.12	Internal branch (internal laryngeal nerve)	Ramus internus	 Together with the superior laryngeal artery, it penetrates the thyrohyoid membrane and emerges below the mucosa of the piriform recess. It supplies the mucosae of the epiglottic valleculae, the epiglottis and the larynx as far down as the level of the vocal folds. A //.	FMA6240:Internal laryngeal nerve
332.13	Branch communicating with the recurrent laryngeal nerve	Ramus communicans [cum	 n. laryngeali recurrenti]. A //.	FMA53544:Communicating branch of internal laryngeal nerve with recurrent laryngeal nerve
332.14	h Inferior cervical cardiac branches	Rami cardiaci cervicales inferiores	 On the right, they pass to the deep part of the cardiac plexus; on the left, they pass to the superficial part of the cardiac plexus accompanied by the vagus nerve. A //	FMA6245:Inferior cervical cardiac branch of vagus nerve
332.15	Recurrent laryngeal nerve	Nervus laryngealis recurrens	 On the right, it loops around the subclavian artery whereas, on the left, it curves around the arch of the aorta before ascending in the groove between the trachea and esophagus. Its terminal branch penetrates the inferior pharyngeal constrictor and enters the larynx, where it supplies the mucosa up to the vocal folds and all intrinsic laryngeal muscles except the cricothyroid. It also provides a communicating branch to the internal laryngeal nerve. A //	FMA6246:Recurrent laryngeal nerve
332.16	Tracheal branches	Rami tracheales	 A //.	FMA6249:Tracheal branch of recurrent laryngeal nerve
332.17a	Rami pharyngeales	Pharyngeal branches to the inferior pharyngeal constrictor	//.	FMA53524:Branch of recurrent laryngeal nerve to inferior pharyngeal constrictor
332.19	[[R	communicans [cum ramo laryngeo interno]]	 Communicating branch of the inferior (recurrent) laryngeal nerve to the internal laryngeal nerve. A //	FMA53526:Communicating branch of recurrent laryngeal nerve with internal laryngeal nerve
332.21	Bronchial branches	Rami bronchiales	 Rami projected to the hilum of the lung below the recurrent laryngeal nerve. A //	FMA6247:Bronchial branch of vagus nerve
332.26	Anterior gastric branches	Rami gastrici anteriores	 Rami extending from the anterior vagal trunk to the anterior surface of the stomach. A//	FMA6684:Greater anterior gastric nerve
332.27	Posterior gastric branches	Rami gastrici posteriores	 Rami extending from the posterior vagal trunk to the posterior surface of the stomach. A//	FMA6689:Greater posterior gastric nerve
332.28	Hepatic branches	Rami hepatici	 Rami to the hilum of the liver. A //	FMA6666:Hepatic branch of anterior vagal trunk
332.29	Celiac branches	Rami coeliaci	 Rami to the celiac plexus. A //	FMA6667:Coeliac branch of posterior vagal trunk
332.30	Renal branches	Rami renales	 Rami to the renal plexus. A //	FMA6670:Renal branch of vagus nerve
332.31	ACCESSORY NERVE (XI)	Nervus accessorius [XI]	 Eleventh cranial nerve. Its two roots unite in the skull and pass through the jugular foramen together with the IX and X nerves. B //.	FMA6720:Spinal accessory nerve
332.32	Cranial roots (vagal part)	Radices craniales (pars vagalis)	 Fibers from the nucleus ambiguus which leave the accessory nerve in the jugular foramen and join the vagus nerve. B //	FMA80284:Cranial accessory nerve
332.33	Spinal roots (spinal part)	Radices spinales (pars spinalis)	 They arise from the base of the anterior horn of the cervical spinal cord (C1?6) and form a trunk which ascends into the subarachnoid space of the skull where it unites temporarily with fibers from the cranial roots. B //	FMA6720:Spinal accessory nerve
332.34	Accessory nerve trunk	Truncus nervi accessorii	 It is formed by the union of both roots. B//	FMA77545:Trunk of accessory nerve
332.35	Internal branch	Ramus internus	 Fiber tract associated with the vagus nerve and formed by the united cranial roots of the accessory nerve. B //	FMA77543:Internal branch of accessory nerve
332.36	External branch	Ramus externus	 United spinal root fibers of the accessory nerve. They supply the sternocleidomastoid and trapezius muscles. B //.	FMA77544:External branch of accessory nerve
334.4	Root filaments	Fila radicularia	 Fine root fibers emerging from the spinal cord within the anterior and posterior roots of the individual spinal nerves. A //	FMA76787:Set of rootlets
334.5	Anterior (ventral) root	Radix anterior (motoria)	 Motor root. A //	FMA5979:Anterior root of spinal nerve
334.6	Posterior (dorsal) root	Radix posterior (sensoria)	 Sensory root. A //	FMA5980:Posterior root of spinal nerve
334.9	Anterior (ventral) branch	Ramus anterior	 Larger anterior branch of a spinal nerve. It communicates with adjacent anterior rami to form large plexuses. In the thoracic region it be.comes continuous with an intercostal nerve. A//.	FMA5982:Anterior ramus of spinal nerve
334.10	Posterior (dorsal) branch	Ramus posterior	 Weaker branch supplying the skin of the back and autochthonous back muscles. A //	FMA5983:Posterior ramus of spinal nerve
334.11	Rami communicantes		 Communicating branches connecting the spinal nerve and the sympathetic trunk. A //	FMA5874:Communicating branch of spinal nerve
334.11a	Gray communicating ramus	Ramus griseus	 Postganglionic part. A //	FMA5876:Gray communicating ramus
334.11b	White communicating ramus	Ramus albus	 Preganglionic part. A //	FMA5875:White communicating ramus
334.12	Meningeal branch	Ramus meningeus	 Delicate, recurrent ramus. It passes in front of the spinal nerve to re-enter the vertebral canal through the intervertebral foramen and supply the meninges of the spinal cord, where it unites with other meningeal rami to form a plexus. It contains sensory and sympathetic fibers. A //	FMA5988:Meningeal branch of spinal nerve
334.13	Cauda equina		 Collection of all spinal nerve roots extending from L1?2 caudally in addition to the filum terminale. C //	FMA52590:Cauda equina
334.16	Medial branch of posterior ramus	Ramus medialis	 Branch with motor and sensory fibers supplying the muscles and skin. A //	FMA65630:Branch of medial branch of posterior ramus of spinal nerve
334.17	Lateral branch of posterior ramus	Ramus lateralis	 Purely motor branch passing obliquely laterad into the muscles. A //	FMA65631:Branch of lateral branch of posterior ramus of spinal nerve
334.23	Nerve loop from C1?3	Ansa cervicalis [hypoglossi]	 A nerve loop in the neck (C1-C3) that supplies the infrahyoid muscles. B //	FMA55142:Ansa cervicalis
334.24	Anterior (ventral) root	Radix anterior	 The anterior root, part of which supplies the geniohyoid and thyrohyoid muscles via the hypoglossal nerve. B //	FMA55145:Superior root of ansa cervicalis
334.25	Posterior (dorsal) root	Radix posterior	 Posterior root. B //	FMA55146:Inferior root of ansa cervicalis
334.26	Thyrohyoid branch of the ansa cervicalis	Ramus thyrohyoideus	 Branch supplying the thyrohyoid muscle. B //	FMA55152:Nerve to thyrohyoid
334.29	Posterior (dorsal) branch	Ramus posterior	 It supplies the skin of the posterior surface of the pinna and the adjacent area. D //	FMA6881:Posterior branch of great auricular nerve
334.30	Anterior (ventral) ramus	Ramus anterior	 It supplies the skin of the anterior surface of the ear up to the angle of the mandible. D//	FMA6880:Anterior branch of great auricular nerve
336.2	Superior branches	Rami superiores	 They ascend to the suprahyoid region. B //	FMA55174:Superior branch of transverse cervical nerve
336.3	Inferior branches	Rami inferiores	 They descend to the infrahyoid region. B //	FMA55175:Inferior branch of transverse cervical nerve
336.9	Pericardial branch	Ramus pericardiacus	 Slender branch to the anterior surface of the pericardium. A //	FMA6201:Pericardial branch of phrenic nerve
336.10	Phrenicoabdominal branches	Rami phrenicoabdominales	 Fibers supplying the peritoneum up to the gallbladder and pancreas. On the right side they pass through the foramen for the vena cava, on the left side further anteriorly through the diaphragm near the left margin of the heart. A //.	FMA75533:Set of phrenico-abdominal branches of phrenic nerve
336.11	Accessory phrenic nerves	Nervi	. Frequent additional roots of the phrenic nerve from C5 and C6 via the nerve to the subclavius. A C //.	FMA75461:Set of accessory phrenic nerves
336.12a	Nerve roots	Radices	 //.	FMA76788:Set of roots of brachial nerve plexus
336.13	Trunks	Trunci	 Three primary trunks make up the brachial plexus and each is usually formed from one or two anterior rami of spinal nerves. //	FMA65360:Trunk of brachial nerve plexus
336.14	Upper trunk	Truncus superior	 Formed by the union of C5 and C6 spinal nerves, it generally arises lateral to the scalenus gap. C //	FMA65216:Superior trunk of brachial nerve plexus
336.15	Middle trunk	Truncus medius	 A continuation of C7 spinal nerve itself. C //	FMA65218:Middle trunk of brachial nerve plexus
336.16	Lower trunk	Truncus inferior	 Formed by the union of C8 and T1 spinal nerves; it lies within the scalenus gap posterior to the subclavian artery. C //	FMA65217:Inferior trunk of brachial nerve plexus
336.17	Anterior divisions	Divisiones anteriores	 Portions of brachial plexus formed by the anterior branches of the three trunks. They supply the flexor muscles.//.	FMA65219:Anterior division of brachial plexus
336.18	Posterior divisions	Divisiones posteriores	 Portions of brachial plexus formed by the posterior branches of the three trunks. They unite to form the .posterior cord and supply the extensor muscles. //	FMA65220:Posterior division of brachial plexus
336.18a	Cords	Fasciculi	 Three nerve bundles formed by the union of branches (anterior and/or posterior) from the three trunks.//	FMA65359:Cord of brachial nerve plexus
336.25	Lateral cord	Fasciculus lateralis	 Located lateral to the axillary artery, it is formed by the union of the anterior divisions of the upper and middle trunks, thus from C5?7. C //	FMA45235:Lateral cord of brachial nerve plexus
336.26	Medial cord	Fasciculus medialis	 Cord located medial to the axillary artery. It is formed solely by the anterior division of the lower trunk, thus from C8?T1. C //.	FMA45236:Medial cord of brachial nerve plexus
336.27	Posterior cord	Fasciculus posterior	 Cord located posterior to the axillary artery; it is formed by the union of the posterior divisions of all three trunks, thus from C5?T1. C //	FMA45237:Posterior cord of brachial nerve plexus
338.6	Anterior branch	Ramus anterior	 It supplies the medial flexor side of the forearm. A //	FMA65311:Anterior branch of medial cutaneous nerve of forearm
338.7	Posterior (ulnar) branch	Ramus posterior ulnaris	 It supplies the medial upper 2/3 of the posterior aspect of the forearm. A B //	FMA65312:Posterior branch of medial cutaneous nerve of forearm
338.9	Medial root	Radix medialis	 Part of the median nerve coming from the medial cord with fibers from C8 and T1. A //	FMA65243:Median root of median nerve
338.10	Lateral root	Radix lateralis	 Part of the median nerve arising from the lateral cord with fibers from C6?7. A //	FMA65244:Lateral root of median nerve
338.11	Anterior interosseous nerve of forearm	Nervus interosseus (antebrachii) anterior	 Nerve that arises from the bend of the elbow from the posterior side of the median nerve, runs on the interosseous membrane and supplies the radiocarpal joint, intercarpal joints, flexor pollicis longus, flexor digitorum profundus (radial part) and pronator quadratus. A //	FMA44822:Anterior interosseous nerve
338.12	Muscular branches	Rami musculares	 Branches that supply the pronator teres, flexor carpi radialis, palmaris longus and flexor digitorum superficialis muscles. A //	FMA44821:Muscular branch of median nerve
338.13	Palmar branch of median nerve	Ramus palmaris n	 mediani. Nerve that arises in the distal third of the forearm and supplies the skin of the lateral palm. A //.	FMA44836:Palmar branch of median nerve
338.15	Common digital nerves	Nervi	. Nerves that run in the spaces between the first four fingers and then divide. A //.	FMA44840:Common palmar digital branch of median nerve
338.19	Dorsal branch of ulnar nerve	Ramus dorsalis n	 ulnaris. Cutaneous branch passing between the distal and middle third of the forearm beneath the flexor carpi ulnaris to innervate the dorsum of the hand. B C //.	FMA44875:Dorsal branch of ulnar nerve
338.22	Superficial branch	Ramus superficialis	 Branch that courses beneath the palmar aponeurosis and divides to form the common palmar distal nerves and a fine branch to the palmaris brevis. C //	FMA44876:Superficial branch of ulnar nerve
338.25	Deep branch (of ulnar nerve)	Ramus profundus	 Branch that curves around the hamulus to supply the muscles of the hypothenar eminence, the interossei, the two ulnar lumbricals, the adductor pollicis and the deep head of the flexor pollicis brevis. C //	FMA44877:Deep branch of ulnar nerve
340.3	Lateral brachial cutaneous nerve	Nervus cutaneus brachii laterialis inferior	 Second cutaneous branch for the lateral and dorsal surfaces of the upper arm below the deltoid muscle. A //	FMA44949:Inferior lateral cutaneous nerve of arm
340.4	Posterior antebrachial cutaneous nerve	Nervus cutaneus antebrachii posterior	 Cutaneous branch for the field between the lateral and medial antebrachial cutaneous nerves. B //	FMA39145:Posterior cutaneous nerve of forearm
340.5	Muscular branches	Rami musculares	 Motor rami to the triceps, anconeus, brachioradialis and extensor carpi radialis longus muscles. A //	FMA44954:Muscular branch of radial nerve
340.6	Deep branch	Ramus profundus	 Branch that supplies the extensors of the forearm. It penetrates the supinator, supplying it and all extensors (except the extensor carpi radialis longus) and the abductor pollicis longus. A B //.	FMA77559:Posterior interosseous nerve
340.7	Posterior interosseous nerve of forearm	Nervus interosseus (antebrachii) posterior	 Terminal branch of the deep ramus that lies on the interosseous membrane in the distal third of the forearm beneath the extensors and extends to the wrist joint. A //	FMA77559:Posterior interosseous nerve
340.8	Superficial branch	Ramus superficialis	 Branch that runs along the brachioradialis together with the radial artery, crosses under its accompanying muscle and then arrives at the dorsum of the hand and fingers as a cutaneous nerve. A B //	FMA44956:Superficial branch of radial nerve
340.10	Dorsal digital nerves	Nervi	. Terminal rami of the superficial branch passing on the radial and ulnar sides of the extensor aspect of the lateral 21/2, sometimes also 31/2 fingers. A //.	FMA75490:Set of dorsal digital branches of radial nerve
340.19	Posterior cutaneous branch	Ramus cutaneus posterior	 C //.	FMA6054:Cutaneous branch of lateral branch of posterior ramus of thoracic nerve
340.20	Anterior branches (intercostal nerves)	Rami anteriores (nn.  intercostales).	Rami forming the intercostal nerves ventrally in the thoracic region. C //.	FMA6028:Intercostal nerve
340.21	Lateral cutaneous branch (pectoral/abdominal)	Ramus cutaneus lateralis (pectoralis/ abdominalis)	 Nerve arising from the middle of the intercostal nerve. It passes obliquely ventrad and appears between the slips of the serratus anterior muscle and the latissimus dorsi. C //.	FMA6066:Lateral cutaneous branch of intercostal nerve
340.22	Lateral mammary branches	Rami mammarii laterales	 Rami of lateral cutaneous branches arising from T4?6 and passing anteriorly to the mammary region. C //	FMA75556:Set of lateral mammary branches of intercostal nerve
340.23	Intercostobrachial nerves	Nervi	. Lateral cutaneous rami arising usually from T1, but also from T1?3 and passing to the upper arm. C //.	FMA75486:Set of intercostobrachial nerves
340.24	Anterior cutaneous branch (pectoral/abdominal)	Ramus cutaneus anterior (pectoralis/ abdominalis)	 Branch that emerges medially and anteriorly and divides to form medial and lateral branches. C //	FMA6067:Anterior cutaneous branch of intercostal nerve
340.25	Medial mammary branches	Rami mammarii mediales	 Medial branches from the anterior cutaneous rami of intercostal nerves 2?4. C //	FMA6165:Lateral branch of anterior cutaneous branch of intercostal nerve
342.2	Posterior branches	Rami posteriores	 They supply the autochthonous back muscles and the skin overlying them. C //	FMA6798:Posterior ramus of lumbar nerve
342.3	Medial branch	Ramus medialis	 Weak motor branch in the lumbar region. C //	FMA16374:Medial branch of posterior ramus of lumbar nerve
342.4	Lateral branch	Ramus lateralis	 Predominantly sensory. C //	FMA16375:Lateral branch of posterior ramus of lumbar nerve
342.5	Superior clunial (gluteal) branches	Rami clunium (gluteales) superiores	 Lateral rami of L1?3 supplying the skin up to the greater trochanter (buttock region). B //	FMA75468:Set of superior clunial nerves
342.6	Anterior branches	Rami anteriores	 Ventral branches forming the lumbar plexus. C //	FMA6029:Anterior ramus of lumbar nerve
342.8	Posterior branches	Rami posteriores	 Sensory and motor rami emerging from the posterior sacral foramina. A B //	FMA76792:Set of dorsal rami of sacral nerves and coccygeal nerve
342.9	Medial branch	Ramus medialis	 It supplies the multifidus and the skin over the sacrum and coccyx. A B //	FMA16837:Medial branch of posterior ramus of sacral nerve
342.10	Lateral branch	Ramus lateralis	 Sensory branch for the skin over the coccyx formed by the union of sensory fibers from the posterior rami of S1?3. AB //	FMA16838:Lateral branch of posterior ramus of sacral nerve
342.11	Medial clunial (gluteal) nerves	Rami clunium (gluteales) mediales	 Sensory nerves from S1?3. They penetrate the gluteus maximus and supply the skin of the medial, upper gluteal region. B //.	FMA75489:Set of medial clunial nerves
342.12	Anterior branches	Rami anteriores	 They pass through the anterior sacral foramina and form the sacral plexus. A C //	FMA76793:Set of anterior rami of sacral nerves and coccygeal nerve
342.13	LUMBOSACRAL PLEXUS	Plexus lumbosacralis	 Collective term for the combined lumbar and sacral plexuses joined together by fibers from L4 and mutually supplying the lower limb. C //	FMA5907:Lumbosacral nerve plexus
342.16	Lateral cutaneous branch	Ramus cutaneus lateralis	 It can reach as far as the lateral gluteal region. C //	FMA20601:Iliac branch of iliohypogastric nerve
