#Model:BodyParts3D
#Version:4.0
#Tree:is_a
#FJID	BPID	FMA_ID	FMA_Name
FJ3083	BP8633	FMA15800	Anterior inferior segmental tributary of middle hepatic vein
FJ3084	BP8275	FMA15801	Medial inferior segmental tributary of middle hepatic vein
FJ3085	BP8275	FMA15801	Medial inferior segmental tributary of middle hepatic vein
FJ3086	BP8633	FMA15800	Anterior inferior segmental tributary of middle hepatic vein
FJ3088	BP8734	FMA71887	Lateral superior tributary of left hepatic biliary tree
FJ3089	BP8845	FMA71888	Lateral inferior tributary of left hepatic biliary tree
FJ3090	BP8734	FMA71887	Lateral superior tributary of left hepatic biliary tree
FJ3091	BP7851	FMA70452	Lateral superior segmental hepatic artery
FJ3092	BP8814	FMA70453	Lateral inferior segmental hepatic artery
FJ3093	BP7851	FMA70452	Lateral superior segmental hepatic artery
FJ3094	BP8609	FMA76903	Left duct of caudate lobe of liver
FJ3095	BP8671	FMA70457	Trunk of left hepatic artery
FJ3096	BP8715	FMA14670	Left hepatic duct
FJ3097	BP8184	FMA15804	Lateral inferior segmental tributary of left hepatic vein
FJ3098	BP9074	FMA15803	Lateral superior segmental tributary of left hepatic vein
FJ3099	BP8184	FMA15804	Lateral inferior segmental tributary of left hepatic vein
FJ3100	BP8184	FMA15804	Lateral inferior segmental tributary of left hepatic vein
FJ3101	BP8742	FMA15802	Medial superior segmental tributary of left hepatic vein
FJ3102	BP9233	FMA82697	Trunk of left portal vein
FJ3103	BP7806	FMA71886	Medial inferior tributary of left hepatic biliary tree
FJ3104	BP8213	FMA71885	Medial superior tributary of left hepatic biliary tree
FJ3105	BP8213	FMA71885	Medial superior tributary of left hepatic biliary tree
FJ3106	BP8177	FMA70450	Medial inferior segmental hepatic artery
FJ3107	BP8099	FMA70449	Medial superior segmental hepatic artery
FJ3108	BP9072	FMA71870	Posterior inferior tributary of right hepatic biliary tree
FJ3109	BP8658	FMA71869	Posterior superior tributary of right hepatic biliary tree
FJ3110	BP8658	FMA71869	Posterior superior tributary of right hepatic biliary tree
FJ3111	BP8786	FMA15424	Posterior inferior segmental branch of right portal vein
FJ3112	BP8515	FMA15423	Posterior superior segmental branch of right portal vein
FJ3113	BP8515	FMA15423	Posterior superior segmental branch of right portal vein
FJ3114	BP8896	FMA70446	Posterior inferior segmental hepatic artery
FJ3115	BP8503	FMA70445	Posterior superior segmental hepatic artery
FJ3116	BP8503	FMA70445	Posterior superior segmental hepatic artery
FJ3117	BP8942	FMA70456	Trunk of right hepatic artery
FJ3118	BP8428	FMA15797	Posterior inferior segmental tributary of right hepatic vein
FJ3119	BP9037	FMA15796	Posterior superior segmental tributary of right hepatic vein
FJ3120	BP8428	FMA15797	Posterior inferior segmental tributary of right hepatic vein
FJ3121	BP8549	FMA15798	Anterior superior segmental tributary of right hepatic vein
FJ3122	BP8922	FMA82695	Trunk of right portal vein
FJ3123	BP9268	FMA14669	Right hepatic duct
FJ3124	BP8904	FMA15425	Caudate lobe branch of left portal vein
FJ3125	BP8988	FMA15432	Lateral inferior segmental branch of left portal vein
FJ3126	BP8843	FMA15431	Lateral superior segmental branch of left portal vein
FJ3127	BP8270	FMA15428	Medial superior segmental branch of left portal vein
FJ3128	BP9093	FMA15429	Medial inferior segmental branch of left portal vein
FJ2631	BP8970	FMA74912	Trunk of anterior interventricular branch of left coronary artery
FJ2632	BP8913	FMA3872	First right anterior branch of anterior interventricular branch of left coronary artery
FJ2633	BP8004	FMA3860	Diagonal branch of anterior descending branch of left coronary artery
FJ2634	BP8004	FMA3860	Diagonal branch of anterior descending branch of left coronary artery
FJ2635	BP8004	FMA3860	Diagonal branch of anterior descending branch of left coronary artery
FJ2636	BP8004	FMA3860	Diagonal branch of anterior descending branch of left coronary artery
FJ2637	BP8004	FMA3860	Diagonal branch of anterior descending branch of left coronary artery
FJ2638	BP8004	FMA3860	Diagonal branch of anterior descending branch of left coronary artery
FJ2639	BP8004	FMA3860	Diagonal branch of anterior descending branch of left coronary artery
FJ2640	BP8004	FMA3860	Diagonal branch of anterior descending branch of left coronary artery
FJ2641	BP8649	FMA3876	Third right anterior branch of anterior interventricular branch of left coronary artery
FJ2642	BP8004	FMA3860	Diagonal branch of anterior descending branch of left coronary artery
FJ2643	BP8013	FMA3868	Conus branch of anterior interventricular branch of left coronary artery
FJ2644	BP8013	FMA3868	Conus branch of anterior interventricular branch of left coronary artery
FJ2645	BP8913	FMA3872	First right anterior branch of anterior interventricular branch of left coronary artery
FJ2646	BP8897	FMA3874	Second right anterior branch of anterior interventricular branch of left coronary artery
FJ2647	BP8649	FMA3876	Third right anterior branch of anterior interventricular branch of left coronary artery
FJ2648	BP8004	FMA3860	Diagonal branch of anterior descending branch of left coronary artery
FJ2649	BP8397	FMA3895	Circumflex branch of left coronary artery
FJ2650	BP8397	FMA3895	Circumflex branch of left coronary artery
FJ2651	BP8397	FMA3895	Circumflex branch of left coronary artery
FJ2652	BP8397	FMA3895	Circumflex branch of left coronary artery
FJ2653	BP8397	FMA3895	Circumflex branch of left coronary artery
FJ2654	BP8397	FMA3895	Circumflex branch of left coronary artery
FJ2655	BP9086	FMA4706	Coronary sinus
FJ2656	BP8933	FMA4707	Great cardiac vein
FJ2657	BP8171	FMA66403	Anterior interventricular vein
FJ2658	BP8171	FMA66403	Anterior interventricular vein
FJ2659	BP8171	FMA66403	Anterior interventricular vein
FJ2660	BP8171	FMA66403	Anterior interventricular vein
FJ2661	BP8171	FMA66403	Anterior interventricular vein
FJ2662	BP8171	FMA66403	Anterior interventricular vein
FJ2663	BP8171	FMA66403	Anterior interventricular vein
FJ2664	BP8171	FMA66403	Anterior interventricular vein
FJ2665	BP8171	FMA66403	Anterior interventricular vein
FJ2667	BP8446	FMA3818	Marginal branch of right coronary artery
FJ2668	BP8446	FMA3818	Marginal branch of right coronary artery
FJ2670	BP8689	FMA3807	Right conus artery
FJ2671	BP7824	FMA3815	First anterior ventricular branch of right coronary artery
FJ2672	BP8446	FMA3818	Marginal branch of right coronary artery
FJ2673	BP7824	FMA3815	First anterior ventricular branch of right coronary artery
FJ2674	BP8446	FMA3818	Marginal branch of right coronary artery
FJ2675	BP8446	FMA3818	Marginal branch of right coronary artery
FJ2676	BP8689	FMA3807	Right conus artery
FJ2677	BP7824	FMA3815	First anterior ventricular branch of right coronary artery
FJ2678	BP7983	FMA4713	Middle cardiac vein
FJ2679	BP7983	FMA4713	Middle cardiac vein
FJ2680	BP7983	FMA4713	Middle cardiac vein
FJ2681	BP7983	FMA4713	Middle cardiac vein
FJ2682	BP7983	FMA4713	Middle cardiac vein
FJ2683	BP7983	FMA4713	Middle cardiac vein
FJ2684	BP7983	FMA4713	Middle cardiac vein
FJ2685	BP7983	FMA4713	Middle cardiac vein
FJ2686	BP7983	FMA4713	Middle cardiac vein
FJ2687	BP7983	FMA4713	Middle cardiac vein
FJ2688	BP7983	FMA4713	Middle cardiac vein
FJ2689	BP7983	FMA4713	Middle cardiac vein
FJ2690	BP7983	FMA4713	Middle cardiac vein
FJ2691	BP7983	FMA4713	Middle cardiac vein
FJ2692	BP7876	FMA3840	Posterior interventricular branch of right coronary artery
FJ2693	BP7876	FMA3840	Posterior interventricular branch of right coronary artery
FJ2694	BP7876	FMA3840	Posterior interventricular branch of right coronary artery
FJ2695	BP7876	FMA3840	Posterior interventricular branch of right coronary artery
FJ2696	BP7876	FMA3840	Posterior interventricular branch of right coronary artery
FJ2697	BP7876	FMA3840	Posterior interventricular branch of right coronary artery
FJ2698	BP7876	FMA3840	Posterior interventricular branch of right coronary artery
FJ2699	BP7876	FMA3840	Posterior interventricular branch of right coronary artery
FJ2700	BP7876	FMA3840	Posterior interventricular branch of right coronary artery
FJ2701	BP8014	FMA4712	Posterior vein of left ventricle
FJ2702	BP8014	FMA4712	Posterior vein of left ventricle
FJ2703	BP8647	FMA4708	Left marginal vein
FJ2704	BP8647	FMA4708	Left marginal vein
FJ2705	BP8647	FMA4708	Left marginal vein
FJ2706	BP8014	FMA4712	Posterior vein of left ventricle
FJ2707	BP8014	FMA4712	Posterior vein of left ventricle
FJ2708	BP8014	FMA4712	Posterior vein of left ventricle
FJ2709	BP8014	FMA4712	Posterior vein of left ventricle
FJ2710	BP8014	FMA4712	Posterior vein of left ventricle
FJ2711	BP8014	FMA4712	Posterior vein of left ventricle
FJ2712	BP8014	FMA4712	Posterior vein of left ventricle
FJ2713	BP8014	FMA4712	Posterior vein of left ventricle
FJ2714	BP7761	FMA3837	First posterior ventricular branch of right coronary artery
FJ2715	BP7761	FMA3837	First posterior ventricular branch of right coronary artery
FJ2716	BP7761	FMA3837	First posterior ventricular branch of right coronary artery
FJ2717	BP7761	FMA3837	First posterior ventricular branch of right coronary artery
FJ2718	BP7761	FMA3837	First posterior ventricular branch of right coronary artery
FJ2719	BP7761	FMA3837	First posterior ventricular branch of right coronary artery
FJ2720	BP7761	FMA3837	First posterior ventricular branch of right coronary artery
FJ2721	BP7761	FMA3837	First posterior ventricular branch of right coronary artery
FJ2722	BP7761	FMA3837	First posterior ventricular branch of right coronary artery
FJ2723	BP8221	FMA3802	Trunk of right coronary artery
FJ2724	BP8778	FMA4714	Small cardiac vein
FJ2725	BP8603	FMA76767	Anterior cardiac vein
FJ2727	BP8476	FMA4716	Right marginal vein
FJ2728	BP8476	FMA4716	Right marginal vein
FJ2729	BP8476	FMA4716	Right marginal vein
FJ2730	BP8603	FMA76767	Anterior cardiac vein
FJ2731	BP8778	FMA4714	Small cardiac vein
FJ2732	BP8286	FMA3892	Septal branch of anterior interventricular artery
FJ2733	BP8286	FMA3892	Septal branch of anterior interventricular artery
FJ2734	BP8286	FMA3892	Septal branch of anterior interventricular artery
FJ2735	BP8568	FMA3847	First septal branch of right posterior interventricular artery
FJ2736	BP9235	FMA3848	Second septal branch of right posterior interventricular artery
FJ2737	BP8961	FMA3855	Trunk of left coronary artery
FJ3399	BP10366	FMA14828	Ascending branch of left colic artery
FJ3406	BP10293	FMA14816	Anterior cecal artery
FJ3410	BP10350	FMA14818	Appendicular artery
FJ3414	BP10306	FMA14820	Ascending branch of inferior branch of ileocolic artery
FJ3421	BP10622	FMA14812	Celiac trunk
FJ3428	BP10331	FMA14829	Descending branch of left colic artery
FJ3432	BP10569	FMA76574	Trunk of gastroduodenal artery
FJ3437	BP10603	FMA14809	Ileal artery
FJ3439	BP10325	FMA14815	Ileocolic artery
FJ3442	BP10321	FMA14750	Inferior mesenteric artery
FJ3494	BP10296	FMA14826	Left colic artery
FJ3499	BP10363	FMA14768	Left gastric artery
FJ3501	BP10607	FMA14796	Left gastro-epiploic artery
FJ3514	BP10246	FMA14747	Left inferior phrenic artery
FJ3515	BP10246	FMA14747	Left inferior phrenic artery
FJ3516	BP10246	FMA14747	Left inferior phrenic artery
FJ3517	BP10246	FMA14747	Left inferior phrenic artery
FJ3518	BP10246	FMA14747	Left inferior phrenic artery
FJ3519	BP10246	FMA14747	Left inferior phrenic artery
FJ3520	BP10246	FMA14747	Left inferior phrenic artery
FJ3534	BP10606	FMA14831	Marginal artery of colon
FJ3542	BP10324	FMA14810	Middle colic artery
FJ3553	BP10284	FMA14817	Posterior cecal artery
FJ3590	BP10353	FMA14811	Right colic artery
FJ3594	BP10564	FMA14776	Right gastric artery
FJ3596	BP10590	FMA14781	Right gastro-epiploic artery
FJ3604	BP10340	FMA20688	Right inferior epigastric artery
FJ3614	BP10307	FMA20735	Right superficial epigastric artery
FJ3619	BP10280	FMA14746	Right inferior phrenic artery
FJ3620	BP10280	FMA14746	Right inferior phrenic artery
FJ3621	BP10280	FMA14746	Right inferior phrenic artery
FJ3622	BP10280	FMA14746	Right inferior phrenic artery
FJ3623	BP10280	FMA14746	Right inferior phrenic artery
FJ3624	BP10280	FMA14746	Right inferior phrenic artery
FJ3625	BP10280	FMA14746	Right inferior phrenic artery
FJ3626	BP10280	FMA14746	Right inferior phrenic artery
FJ3638	BP10312	FMA14830	Sigmoid artery
FJ3644	BP10592	FMA66358	Trunk of superior mesenteric artery
FJ3656	BP10244	FMA14832	Superior rectal artery
FJ3411	BP10322	FMA3768	Arch of aorta
FJ3413	BP10329	FMA3736	Ascending aorta
FJ3417	BP10355	FMA3932	Brachiocephalic artery
FJ3418	BP10558	FMA14177	Bronchial branch of arch of aorta
FJ3427	BP10248	FMA3784	Descending aorta
FJ3431	BP10612	FMA71537	Set of oesophageal branches of thoracic aorta
FJ3479	BP10308	FMA4694	Left subclavian artery
FJ3483	BP10326	FMA4058	Left common carotid artery
FJ3564	BP10288	FMA3941	Right common carotid artery
FJ3579	BP10281	FMA3953	Right subclavian artery
FJ3416	BP10369	FMA4838	Azygos vein
FJ3434	BP10360	FMA4944	Hemiazygos vein
FJ3441	BP10311	FMA10951	Inferior vena cava
FJ3482	BP10267	FMA4761	Left brachiocephalic vein
FJ3485	BP10367	FMA4762	Left internal jugular vein
FJ3486	BP10345	FMA4763	Left subclavian vein
FJ3583	BP10354	FMA4751	Right brachiocephalic vein
FJ3585	BP10334	FMA4754	Right internal jugular vein
FJ3587	BP10356	FMA4755	Right subclavian vein
FJ3645	BP10292	FMA4720	Superior vena cava
FJ3659	BP10311	FMA10951	Inferior vena cava
FJ3400	BP10588	FMA15394	Left colic vein
FJ3415	BP10601	FMA15408	Ileocolic vein
FJ3429	BP10588	FMA15394	Left colic vein
FJ3438	BP10589	FMA15405	Ileal vein
FJ3440	BP10601	FMA15408	Ileocolic vein
FJ3443	BP10621	FMA15391	Inferior mesenteric vein
FJ3495	BP10588	FMA15394	Left colic vein
FJ3500	BP10631	FMA15399	Left gastric vein
FJ3502	BP10617	FMA15390	Left gastroepiploic vein
FJ3543	BP10591	FMA15406	Middle colic vein
FJ3591	BP10572	FMA15407	Right colic vein
FJ3595	BP10586	FMA15400	Right gastric vein
FJ3597	BP10573	FMA15397	Right gastroepiploic vein
FJ3639	BP10626	FMA15395	Sigmoid vein
FJ3647	BP10291	FMA14332	Superior mesenteric vein
FJ3657	BP10577	FMA15393	Superior rectal vein
FJ3464	BP10347	FMA14766	Left common iliac artery
FJ3466	BP10599	FMA18807	Left external iliac artery
FJ3468	BP10328	FMA18810	Left internal iliac artery
FJ3496	BP10315	FMA20819	Left dorsal artery of penis
FJ3497	BP10315	FMA20819	Left dorsal artery of penis
FJ3511	BP10368	FMA20689	Left inferior epigastric artery
FJ3529	BP10261	FMA20736	Left superficial epigastric artery
FJ3532	BP10620	FMA14760	Left testicular artery
FJ3565	BP10297	FMA14765	Right common iliac artery
FJ3567	BP10614	FMA18806	Right external iliac artery
FJ3569	BP10316	FMA18809	Right internal iliac artery
FJ3592	BP10299	FMA20818	Right dorsal artery of penis
FJ3593	BP10299	FMA20818	Right dorsal artery of penis
FJ3617	BP10618	FMA14759	Right testicular artery
FJ3632	BP10584	FMA14735	Lumbar artery
FJ3636	BP10584	FMA14735	Lumbar artery
FJ3658	BP10585	FMA12858	Ascending lumbar vein
FJ3426	BP10594	FMA21386	Left superficial dorsal vein of penis
FJ3465	BP10352	FMA21388	Left common iliac vein
FJ3469	BP10309	FMA18888	Left internal iliac vein
FJ3470	BP10309	FMA18888	Left internal iliac vein
FJ3471	BP10309	FMA18888	Left internal iliac vein
FJ3484	BP10318	FMA18886	Left external iliac vein
FJ3493	BP10625	FMA4950	Left ascending lumbar vein
FJ3510	BP10343	FMA18904	Left iliolumbar vein
FJ3512	BP10283	FMA21164	Left inferior epigastric vein
FJ3513	BP10359	FMA18913	Left inferior gluteal vein
FJ3522	BP10318	FMA18886	Left external iliac vein
FJ3523	BP10318	FMA18886	Left external iliac vein
FJ3524	BP10318	FMA18886	Left external iliac vein
FJ3525	BP10251	FMA18919	Left internal pudendal vein
FJ3526	BP10349	FMA18907	Left lateral sacral vein
FJ3527	BP10362	FMA18916	Left obturator vein
FJ3530	BP10364	FMA4785	Left superior epigastric vein
FJ3531	BP10357	FMA18910	Left superior gluteal vein
FJ3533	BP10562	FMA14345	Left testicular vein
FJ3541	BP10348	FMA77168	Median sacral vein
FJ3545	BP10566	FMA15398	Pancreaticoduodenal vein
FJ3566	BP10313	FMA21387	Right common iliac vein
FJ3568	BP10294	FMA18885	Right external iliac vein
FJ3570	BP10327	FMA18887	Right internal iliac vein
FJ3571	BP10327	FMA18887	Right internal iliac vein
FJ3572	BP10327	FMA18887	Right internal iliac vein
FJ3589	BP10593	FMA4843	Right ascending lumbar vein
FJ3603	BP10351	FMA18903	Right iliolumbar vein
FJ3605	BP10271	FMA21163	Right inferior epigastric vein
FJ3606	BP10276	FMA18912	Right inferior gluteal vein
FJ3607	BP10327	FMA18887	Right internal iliac vein
FJ3608	BP10327	FMA18887	Right internal iliac vein
FJ3609	BP10327	FMA18887	Right internal iliac vein
FJ3610	BP10365	FMA18918	Right internal pudendal vein
FJ3611	BP10278	FMA18906	Right lateral sacral vein
FJ3612	BP10254	FMA18915	Right obturator vein
FJ3615	BP10337	FMA4771	Right superior epigastric vein
FJ3616	BP10304	FMA18909	Right superior gluteal vein
FJ3618	BP10605	FMA14341	Right testicular vein
FJ3631	BP10565	FMA15370	Lumbar vein
FJ3635	BP10565	FMA15370	Lumbar vein
FJ3637	BP10630	FMA21385	Right superficial dorsal vein of penis
FJ3641	BP10265	FMA14331	Splenic vein
FJ3646	BP10566	FMA15398	Pancreaticoduodenal vein
FJ3655	BP10566	FMA15398	Pancreaticoduodenal vein
FJ3401	BP10570	FMA70479	Anterior inferior pancreaticoduodenal artery
FJ3409	BP10602	FMA14782	Anterior superior pancreaticoduodenal artery
FJ3419	BP10611	FMA14793	Caudal pancreatic artery
FJ3420	BP8474	FMA14773	Splenic artery
FJ3430	BP10604	FMA14787	Dorsal pancreatic artery
FJ3433	BP10610	FMA14792	Great pancreatic artery
FJ3444	BP10581	FMA14790	Inferior pancreatic artery
FJ3446	BP10615	FMA14805	Inferior pancreaticoduodenal artery
FJ3544	BP8474	FMA14773	Splenic artery
FJ3546	BP10587	FMA70480	Posterior inferior pancreaticoduodenal artery
FJ3557	BP10574	FMA14784	Posterior superior pancreaticoduodenal artery
FJ3640	BP8474	FMA14773	Splenic artery
FJ3447	BP10580	FMA68068	Inferior phrenic vein
FJ3448	BP10580	FMA68068	Inferior phrenic vein
FJ3449	BP10580	FMA68068	Inferior phrenic vein
FJ3450	BP10580	FMA68068	Inferior phrenic vein
FJ3451	BP10580	FMA68068	Inferior phrenic vein
FJ3452	BP10580	FMA68068	Inferior phrenic vein
FJ3648	BP10568	FMA78121	Superior phrenic vein
FJ3649	BP10568	FMA78121	Superior phrenic vein
FJ3650	BP10568	FMA78121	Superior phrenic vein
FJ3651	BP10568	FMA78121	Superior phrenic vein
FJ3652	BP10568	FMA78121	Superior phrenic vein
FJ3653	BP10568	FMA78121	Superior phrenic vein
FJ3654	BP10568	FMA78121	Superior phrenic vein
FJ3458	BP10274	FMA70487	Anterior division of left renal artery
FJ3459	BP10274	FMA70487	Anterior division of left renal artery
FJ3460	BP10274	FMA70487	Anterior division of left renal artery
FJ3461	BP10274	FMA70487	Anterior division of left renal artery
FJ3462	BP10274	FMA70487	Anterior division of left renal artery
FJ3463	BP10274	FMA70487	Anterior division of left renal artery
FJ3467	BP10319	FMA69266	Left inferior suprarenal artery
FJ3472	BP10608	FMA14756	Left middle suprarenal artery
FJ3473	BP10270	FMA70490	Posterior division of left renal artery
FJ3474	BP10270	FMA70490	Posterior division of left renal artery
FJ3475	BP10270	FMA70490	Posterior division of left renal artery
FJ3476	BP10627	FMA66364	Trunk of left renal artery
FJ3481	BP10616	FMA70493	Ureteric segment of left renal artery
FJ3558	BP10290	FMA70486	Anterior division of right renal artery
FJ3559	BP10290	FMA70486	Anterior division of right renal artery
FJ3560	BP10290	FMA70486	Anterior division of right renal artery
FJ3561	BP10290	FMA70486	Anterior division of right renal artery
FJ3562	BP10290	FMA70486	Anterior division of right renal artery
FJ3563	BP10290	FMA70486	Anterior division of right renal artery
FJ3573	BP10258	FMA70489	Posterior division of right renal artery
FJ3574	BP10258	FMA70489	Posterior division of right renal artery
FJ3575	BP10258	FMA70489	Posterior division of right renal artery
FJ3576	BP10632	FMA66363	Trunk of right renal artery
FJ3581	BP10556	FMA70492	Ureteric segment of right renal artery
FJ3582	BP10556	FMA70492	Ureteric segment of right renal artery
FJ3584	BP10358	FMA69265	Right inferior suprarenal artery
FJ3586	BP10613	FMA14755	Right middle suprarenal artery
FJ3477	BP10330	FMA14336	Left renal vein
FJ3478	BP10330	FMA14336	Left renal vein
FJ3480	BP10629	FMA14349	Left suprarenal vein
FJ3577	BP10256	FMA14335	Right renal vein
FJ3578	BP10256	FMA14335	Right renal vein
FJ3580	BP10623	FMA14343	Right suprarenal vein
FJ2881	BP7974	FMA8647	Left posterior basal segmental artery
FJ2882	BP8105	FMA8646	Left lateral basal segmental artery
FJ2883	BP8631	FMA8645	Left anterior basal segmental artery
FJ2884	BP8129	FMA8644	Left medial basal segmental artery
FJ2885	BP8129	FMA8644	Left medial basal segmental artery
FJ2886	BP8631	FMA8645	Left anterior basal segmental artery
FJ2887	BP8631	FMA8645	Left anterior basal segmental artery
FJ2888	BP7885	FMA8642	Left superior segmental artery
FJ2889	BP7885	FMA8642	Left superior segmental artery
FJ2890	BP7885	FMA8642	Left superior segmental artery
FJ2891	BP7885	FMA8642	Left superior segmental artery
FJ2892	BP7974	FMA8647	Left posterior basal segmental artery
FJ2893	BP7885	FMA8642	Left superior segmental artery
FJ2894	BP7885	FMA8642	Left superior segmental artery
FJ2895	BP7885	FMA8642	Left superior segmental artery
FJ2896	BP9023	FMA8640	Inferior lingular artery
FJ2897	BP9023	FMA8640	Inferior lingular artery
FJ2898	BP8372	FMA8639	Superior lingular artery
FJ2899	BP8372	FMA8639	Superior lingular artery
FJ2900	BP8372	FMA8639	Superior lingular artery
FJ2901	BP8372	FMA8639	Superior lingular artery
FJ2902	BP8113	FMA13279	Left anterior segmental artery
FJ2903	BP7974	FMA8647	Left posterior basal segmental artery
FJ2904	BP8113	FMA13279	Left anterior segmental artery
FJ2905	BP8113	FMA13279	Left anterior segmental artery
FJ2906	BP8113	FMA13279	Left anterior segmental artery
FJ2907	BP8113	FMA13279	Left anterior segmental artery
FJ2908	BP8113	FMA13279	Left anterior segmental artery
FJ2909	BP8113	FMA13279	Left anterior segmental artery
FJ2910	BP8113	FMA13279	Left anterior segmental artery
FJ2911	BP8477	FMA8635	Left posterior segmental artery
FJ2912	BP8477	FMA8635	Left posterior segmental artery
FJ2913	BP8477	FMA8635	Left posterior segmental artery
FJ2914	BP7974	FMA8647	Left posterior basal segmental artery
FJ2915	BP8182	FMA8634	Left apical segmental artery
FJ2916	BP8182	FMA8634	Left apical segmental artery
FJ2917	BP8182	FMA8634	Left apical segmental artery
FJ2918	BP8182	FMA8634	Left apical segmental artery
FJ2919	BP7974	FMA8647	Left posterior basal segmental artery
FJ2920	BP7974	FMA8647	Left posterior basal segmental artery
FJ2921	BP8105	FMA8646	Left lateral basal segmental artery
FJ2922	BP8105	FMA8646	Left lateral basal segmental artery
FJ2923	BP8105	FMA8646	Left lateral basal segmental artery
FJ2924	BP8463	FMA50873	Left pulmonary artery
FJ2925	BP8556	FMA49916	Left superior pulmonary vein
FJ2926	BP8051	FMA9438	Left posterior segmental vein
FJ2927	BP8051	FMA9438	Left posterior segmental vein
FJ2928	BP8051	FMA9438	Left posterior segmental vein
FJ2929	BP8051	FMA9438	Left posterior segmental vein
FJ2930	BP8073	FMA8667	Left anterior segmental vein
FJ2931	BP8073	FMA8667	Left anterior segmental vein
FJ2932	BP8073	FMA8667	Left anterior segmental vein
FJ2933	BP8556	FMA49916	Left superior pulmonary vein
FJ2934	BP7948	FMA8669	Inferior lingular vein
FJ2935	BP7948	FMA8669	Inferior lingular vein
FJ2936	BP8158	FMA9437	Left apical segmental vein
FJ2937	BP8045	FMA8668	Superior lingular vein
FJ2938	BP8045	FMA8668	Superior lingular vein
FJ2939	BP8051	FMA9438	Left posterior segmental vein
FJ2940	BP8051	FMA9438	Left posterior segmental vein
FJ2941	BP8051	FMA9438	Left posterior segmental vein
FJ2942	BP8051	FMA9438	Left posterior segmental vein
FJ2943	BP8051	FMA9438	Left posterior segmental vein
FJ2944	BP8334	FMA49913	Left inferior pulmonary vein
FJ2945	BP8815	FMA9451	Left posterior basal segmental vein
FJ2946	BP8815	FMA9451	Left posterior basal segmental vein
FJ2947	BP8158	FMA9437	Left apical segmental vein
FJ2948	BP8815	FMA9451	Left posterior basal segmental vein
FJ2949	BP8815	FMA9451	Left posterior basal segmental vein
FJ2950	BP8334	FMA49913	Left inferior pulmonary vein
FJ2951	BP8389	FMA9450	Left lateral basal segmental vein
FJ2952	BP8389	FMA9450	Left lateral basal segmental vein
FJ2953	BP8389	FMA9450	Left lateral basal segmental vein
FJ2954	BP8389	FMA9450	Left lateral basal segmental vein
FJ2955	BP8334	FMA49913	Left inferior pulmonary vein
FJ2956	BP8735	FMA8678	Left anterior basal segmental vein
FJ2957	BP8735	FMA8678	Left anterior basal segmental vein
FJ2958	BP8158	FMA9437	Left apical segmental vein
FJ2959	BP8735	FMA8678	Left anterior basal segmental vein
FJ2960	BP8735	FMA8678	Left anterior basal segmental vein
FJ2961	BP8158	FMA9437	Left apical segmental vein
FJ2962	BP8158	FMA9437	Left apical segmental vein
FJ2963	BP8158	FMA9437	Left apical segmental vein
FJ2964	BP8158	FMA9437	Left apical segmental vein
FJ2965	BP8051	FMA9438	Left posterior segmental vein
FJ2966	BP8690	FMA8612	Pulmonary trunk
FJ2967	BP8255	FMA68662	Apical part of right apical segmental artery
FJ2968	BP7996	FMA68670	Apical part of right posterior segmental artery
FJ2969	BP7996	FMA68670	Apical part of right posterior segmental artery
FJ2970	BP7889	FMA68673	Posterior part of right posterior segmental artery
FJ2971	BP7889	FMA68673	Posterior part of right posterior segmental artery
FJ2972	BP7889	FMA68673	Posterior part of right posterior segmental artery
FJ2973	BP8620	FMA68197	Right upper lobar artery
FJ2974	BP8518	FMA68677	Posterior branch of right anterior segmental artery
FJ2975	BP8391	FMA68683	Anterior branch of right anterior segmental artery
FJ2976	BP8391	FMA68683	Anterior branch of right anterior segmental artery
FJ2977	BP8391	FMA68683	Anterior branch of right anterior segmental artery
FJ2978	BP8199	FMA68665	Anterior part of right apical segmental artery
FJ2979	BP8391	FMA68683	Anterior branch of right anterior segmental artery
FJ2980	BP8518	FMA68677	Posterior branch of right anterior segmental artery
FJ2981	BP8518	FMA68677	Posterior branch of right anterior segmental artery
FJ2982	BP7903	FMA68691	Anterior branch of lateral segmental artery
FJ2983	BP8150	FMA68690	Posterior branch of lateral segmental artery
FJ2984	BP8150	FMA68690	Posterior branch of lateral segmental artery
FJ2985	BP7903	FMA68691	Anterior branch of lateral segmental artery
FJ2986	BP8359	FMA68693	Superior branch of medial segmental artery
FJ2987	BP7998	FMA68694	Inferior branch of medial segmental artery
FJ2988	BP7998	FMA68694	Inferior branch of medial segmental artery
FJ2989	BP8199	FMA68665	Anterior part of right apical segmental artery
FJ2990	BP8359	FMA68693	Superior branch of medial segmental artery
FJ2991	BP8070	FMA68712	Lateral branch of right superior segmental artery
FJ2992	BP8070	FMA68712	Lateral branch of right superior segmental artery
FJ2993	BP8070	FMA68712	Lateral branch of right superior segmental artery
FJ2994	BP8442	FMA68706	Medial branch of right superior segmental artery
FJ2995	BP8442	FMA68706	Medial branch of right superior segmental artery
FJ2996	BP8442	FMA68706	Medial branch of right superior segmental artery
FJ2997	BP8410	FMA68709	Superior branch of right superior segmental artery
FJ2998	BP8410	FMA68709	Superior branch of right superior segmental artery
FJ2999	BP8410	FMA68709	Superior branch of right superior segmental artery
FJ3000	BP8199	FMA68665	Anterior part of right apical segmental artery
FJ3001	BP8744	FMA68725	Lateral branch of right anterior basal segmental artery
