#Model:BodyParts3D
#Version:4.1
#Tree:is_a
#FJID	BPID	FMA_ID	FMA_Name
FJ3673	BP14930	FMA55563	Left inferior parathyroid gland
FJ2824	BP12664	FMA15746	Hepatovenous segment VIII
FJ3071	BP14624	FMA71867	Anterior superior tributary of right hepatic biliary tree
FJ3072	BP14770	FMA71868	Anterior inferior tributary of right hepatic biliary tree
FJ3073	BP12095	FMA15420	Anterior superior segmental branch of right portal vein
FJ3074	BP12359	FMA15421	Anterior inferior segmental branch of right portal vein
FJ3075	BP12667	FMA70443	Anterior inferior segmental hepatic artery
FJ3076	BP14728	FMA70442	Anterior superior segmental hepatic artery
FJ3077	BP14738	FMA70455	Caudate lobe branch of left hepatic artery
FJ3078	BP12397	FMA14771	Common hepatic artery
FJ3079	BP14689	FMA14668	Common hepatic duct
FJ3080	BP14688	FMA14539	Cystic duct
FJ3081	BP12369	FMA14772	Hepatic artery proper
FJ3082	BP12618	FMA71904	Pre-hepatic portal vein
FJ3083	BP12484	FMA15800	Anterior inferior segmental tributary of middle hepatic vein
FJ3084	BP14502	FMA15801	Medial inferior segmental tributary of middle hepatic vein
FJ3085	BP14502	FMA15801	Medial inferior segmental tributary of middle hepatic vein
FJ3086	BP12484	FMA15800	Anterior inferior segmental tributary of middle hepatic vein
FJ3088	BP12559	FMA71887	Lateral superior tributary of left hepatic biliary tree
FJ3089	BP12650	FMA71888	Lateral inferior tributary of left hepatic biliary tree
FJ3090	BP12559	FMA71887	Lateral superior tributary of left hepatic biliary tree
FJ3091	BP14374	FMA70452	Lateral superior segmental hepatic artery
FJ3092	BP12628	FMA70453	Lateral inferior segmental hepatic artery
FJ3093	BP14374	FMA70452	Lateral superior segmental hepatic artery
FJ3094	BP12466	FMA76903	Left duct of caudate lobe of liver
FJ3095	BP14585	FMA70457	Trunk of left hepatic artery
FJ3096	BP12544	FMA14670	Left hepatic duct
FJ3097	BP12199	FMA15804	Lateral inferior segmental tributary of left hepatic vein
FJ3098	BP14685	FMA15803	Lateral superior segmental tributary of left hepatic vein
FJ3099	BP12199	FMA15804	Lateral inferior segmental tributary of left hepatic vein
FJ3100	BP12199	FMA15804	Lateral inferior segmental tributary of left hepatic vein
FJ3101	BP12565	FMA15802	Medial superior segmental tributary of left hepatic vein
FJ3102	BP14758	FMA82697	Trunk of left portal vein
FJ3103	BP13281	FMA71886	Medial inferior tributary of left hepatic biliary tree
FJ3104	BP14483	FMA71885	Medial superior tributary of left hepatic biliary tree
FJ3105	BP14483	FMA71885	Medial superior tributary of left hepatic biliary tree
FJ3106	BP13091	FMA70450	Medial inferior segmental hepatic artery
FJ3107	BP12158	FMA70449	Medial superior segmental hepatic artery
FJ3108	BP12754	FMA71870	Posterior inferior tributary of right hepatic biliary tree
FJ3109	BP13565	FMA71869	Posterior superior tributary of right hepatic biliary tree
FJ3110	BP13565	FMA71869	Posterior superior tributary of right hepatic biliary tree
FJ3111	BP12603	FMA15424	Posterior inferior segmental branch of right portal vein
FJ3112	BP12392	FMA15423	Posterior superior segmental branch of right portal vein
FJ3113	BP12392	FMA15423	Posterior superior segmental branch of right portal vein
FJ3114	BP14601	FMA70446	Posterior inferior segmental hepatic artery
FJ3115	BP12386	FMA70445	Posterior superior segmental hepatic artery
FJ3116	BP12386	FMA70445	Posterior superior segmental hepatic artery
FJ3117	BP12705	FMA70456	Trunk of right hepatic artery
FJ3118	BP12332	FMA15797	Posterior inferior segmental tributary of right hepatic vein
FJ3119	BP12740	FMA15796	Posterior superior segmental tributary of right hepatic vein
FJ3120	BP12332	FMA15797	Posterior inferior segmental tributary of right hepatic vein
FJ3121	BP12419	FMA15798	Anterior superior segmental tributary of right hepatic vein
FJ3122	BP12693	FMA82695	Trunk of right portal vein
FJ3123	BP12828	FMA14669	Right hepatic duct
FJ3124	BP12687	FMA15425	Caudate lobe branch of left portal vein
FJ3125	BP12724	FMA15432	Lateral inferior segmental branch of left portal vein
FJ3126	BP12649	FMA15431	Lateral superior segmental branch of left portal vein
FJ3127	BP12245	FMA15428	Medial superior segmental branch of left portal vein
FJ3128	BP14698	FMA15429	Medial inferior segmental branch of left portal vein
FJ2631	BP12714	FMA74912	Trunk of anterior interventricular branch of left coronary artery
FJ2632	BP14611	FMA3872	First right anterior branch of anterior interventricular branch of left coronary artery
FJ2633	BP12125	FMA3860	Diagonal branch of anterior descending branch of left coronary artery
FJ2634	BP12125	FMA3860	Diagonal branch of anterior descending branch of left coronary artery
FJ2635	BP12125	FMA3860	Diagonal branch of anterior descending branch of left coronary artery
FJ2636	BP12125	FMA3860	Diagonal branch of anterior descending branch of left coronary artery
FJ2637	BP12125	FMA3860	Diagonal branch of anterior descending branch of left coronary artery
FJ2638	BP12125	FMA3860	Diagonal branch of anterior descending branch of left coronary artery
FJ2639	BP12125	FMA3860	Diagonal branch of anterior descending branch of left coronary artery
FJ2640	BP12125	FMA3860	Diagonal branch of anterior descending branch of left coronary artery
FJ2641	BP12499	FMA3876	Third right anterior branch of anterior interventricular branch of left coronary artery
FJ2642	BP12125	FMA3860	Diagonal branch of anterior descending branch of left coronary artery
FJ2643	BP12129	FMA3868	Conus branch of anterior interventricular branch of left coronary artery
FJ2644	BP12129	FMA3868	Conus branch of anterior interventricular branch of left coronary artery
FJ2645	BP14611	FMA3872	First right anterior branch of anterior interventricular branch of left coronary artery
FJ2646	BP14602	FMA3874	Second right anterior branch of anterior interventricular branch of left coronary artery
FJ2647	BP12499	FMA3876	Third right anterior branch of anterior interventricular branch of left coronary artery
FJ2648	BP12125	FMA3860	Diagonal branch of anterior descending branch of left coronary artery
FJ2649	BP12307	FMA3895	Circumflex branch of left coronary artery
FJ2650	BP12307	FMA3895	Circumflex branch of left coronary artery
FJ2651	BP12307	FMA3895	Circumflex branch of left coronary artery
FJ2652	BP12307	FMA3895	Circumflex branch of left coronary artery
FJ2653	BP12307	FMA3895	Circumflex branch of left coronary artery
FJ2654	BP12307	FMA3895	Circumflex branch of left coronary artery
FJ2655	BP14695	FMA4706	Coronary sinus
FJ2656	BP14625	FMA4707	Great cardiac vein
FJ2657	BP13365	FMA66403	Anterior interventricular vein
FJ2658	BP13365	FMA66403	Anterior interventricular vein
FJ2659	BP13365	FMA66403	Anterior interventricular vein
FJ2660	BP13365	FMA66403	Anterior interventricular vein
FJ2661	BP13365	FMA66403	Anterior interventricular vein
FJ2662	BP13365	FMA66403	Anterior interventricular vein
FJ2663	BP13365	FMA66403	Anterior interventricular vein
FJ2664	BP13365	FMA66403	Anterior interventricular vein
FJ2665	BP13365	FMA66403	Anterior interventricular vein
FJ2667	BP14541	FMA3818	Marginal branch of right coronary artery
FJ2668	BP14541	FMA3818	Marginal branch of right coronary artery
FJ2670	BP12526	FMA3807	Right conus artery
FJ2671	BP14363	FMA3815	First anterior ventricular branch of right coronary artery
FJ2672	BP14541	FMA3818	Marginal branch of right coronary artery
FJ2673	BP14363	FMA3815	First anterior ventricular branch of right coronary artery
FJ2674	BP14541	FMA3818	Marginal branch of right coronary artery
FJ2675	BP14541	FMA3818	Marginal branch of right coronary artery
FJ2676	BP12526	FMA3807	Right conus artery
FJ2677	BP14363	FMA3815	First anterior ventricular branch of right coronary artery
FJ2678	BP13122	FMA4713	Middle cardiac vein
FJ2679	BP13122	FMA4713	Middle cardiac vein
FJ2680	BP13122	FMA4713	Middle cardiac vein
FJ2681	BP13122	FMA4713	Middle cardiac vein
FJ2682	BP13122	FMA4713	Middle cardiac vein
FJ2683	BP13122	FMA4713	Middle cardiac vein
FJ2684	BP13122	FMA4713	Middle cardiac vein
FJ2685	BP13122	FMA4713	Middle cardiac vein
FJ2686	BP13122	FMA4713	Middle cardiac vein
FJ2687	BP13122	FMA4713	Middle cardiac vein
FJ2688	BP13122	FMA4713	Middle cardiac vein
FJ2689	BP13122	FMA4713	Middle cardiac vein
FJ2690	BP13122	FMA4713	Middle cardiac vein
FJ2691	BP13122	FMA4713	Middle cardiac vein
FJ2692	BP14386	FMA3840	Posterior interventricular branch of right coronary artery
FJ2693	BP14386	FMA3840	Posterior interventricular branch of right coronary artery
FJ2694	BP14386	FMA3840	Posterior interventricular branch of right coronary artery
FJ2695	BP14386	FMA3840	Posterior interventricular branch of right coronary artery
FJ2696	BP14386	FMA3840	Posterior interventricular branch of right coronary artery
FJ2697	BP14386	FMA3840	Posterior interventricular branch of right coronary artery
FJ2698	BP14386	FMA3840	Posterior interventricular branch of right coronary artery
FJ2699	BP14386	FMA3840	Posterior interventricular branch of right coronary artery
FJ2700	BP14386	FMA3840	Posterior interventricular branch of right coronary artery
FJ2701	BP12130	FMA4712	Posterior vein of left ventricle
FJ2702	BP12130	FMA4712	Posterior vein of left ventricle
FJ2703	BP12497	FMA4708	Left marginal vein
FJ2704	BP12497	FMA4708	Left marginal vein
FJ2705	BP12497	FMA4708	Left marginal vein
FJ2706	BP12130	FMA4712	Posterior vein of left ventricle
FJ2707	BP12130	FMA4712	Posterior vein of left ventricle
FJ2708	BP12130	FMA4712	Posterior vein of left ventricle
FJ2709	BP12130	FMA4712	Posterior vein of left ventricle
FJ2710	BP12130	FMA4712	Posterior vein of left ventricle
FJ2711	BP12130	FMA4712	Posterior vein of left ventricle
FJ2712	BP12130	FMA4712	Posterior vein of left ventricle
FJ2713	BP12130	FMA4712	Posterior vein of left ventricle
FJ2714	BP13436	FMA3837	First posterior ventricular branch of right coronary artery
FJ2715	BP13436	FMA3837	First posterior ventricular branch of right coronary artery
FJ2716	BP13436	FMA3837	First posterior ventricular branch of right coronary artery
FJ2717	BP13436	FMA3837	First posterior ventricular branch of right coronary artery
FJ2718	BP13436	FMA3837	First posterior ventricular branch of right coronary artery
FJ2719	BP13436	FMA3837	First posterior ventricular branch of right coronary artery
FJ2720	BP13436	FMA3837	First posterior ventricular branch of right coronary artery
FJ2721	BP13436	FMA3837	First posterior ventricular branch of right coronary artery
FJ2722	BP13436	FMA3837	First posterior ventricular branch of right coronary artery
FJ2723	BP14486	FMA3802	Trunk of right coronary artery
FJ2724	BP12596	FMA4714	Small cardiac vein
FJ2725	BP12462	FMA76767	Anterior cardiac vein
FJ2727	BP12361	FMA4716	Right marginal vein
FJ2728	BP12361	FMA4716	Right marginal vein
FJ2729	BP12361	FMA4716	Right marginal vein
FJ2730	BP12462	FMA76767	Anterior cardiac vein
FJ2731	BP12596	FMA4714	Small cardiac vein
FJ2732	BP12252	FMA3892	Septal branch of anterior interventricular artery
FJ2733	BP12252	FMA3892	Septal branch of anterior interventricular artery
FJ2734	BP12252	FMA3892	Septal branch of anterior interventricular artery
FJ2735	BP12433	FMA3847	First septal branch of right posterior interventricular artery
FJ2736	BP12817	FMA3848	Second septal branch of right posterior interventricular artery
FJ2737	BP12710	FMA3855	Trunk of left coronary artery
FJ3399	BP12882	FMA14828	Ascending branch of left colic artery
FJ3406	BP12859	FMA14816	Anterior cecal artery
FJ3410	BP11039	FMA14818	Appendicular artery
FJ3414	BP12864	FMA14820	Ascending branch of inferior branch of ileocolic artery
FJ3421	BP12917	FMA14812	Celiac trunk
FJ3428	BP14834	FMA14829	Descending branch of left colic artery
FJ3432	BP12891	FMA76574	Trunk of gastroduodenal artery
FJ3437	BP12910	FMA14809	Ileal artery
FJ3439	BP12869	FMA14815	Ileocolic artery
FJ3442	BP14831	FMA14750	Inferior mesenteric artery
FJ3494	BP14817	FMA14826	Left colic artery
FJ3499	BP14852	FMA14768	Left gastric artery
FJ3501	BP12914	FMA14796	Left gastro-epiploic artery
FJ3514	BP12844	FMA14747	Left inferior phrenic artery
FJ3515	BP12844	FMA14747	Left inferior phrenic artery
FJ3516	BP12844	FMA14747	Left inferior phrenic artery
FJ3517	BP12844	FMA14747	Left inferior phrenic artery
FJ3518	BP12844	FMA14747	Left inferior phrenic artery
FJ3519	BP12844	FMA14747	Left inferior phrenic artery
FJ3520	BP12844	FMA14747	Left inferior phrenic artery
FJ3534	BP12913	FMA14831	Marginal artery of colon
FJ3542	BP12868	FMA14810	Middle colic artery
FJ3553	BP12857	FMA14817	Posterior cecal artery
FJ3590	BP12878	FMA14811	Right colic artery
FJ3594	BP14859	FMA14776	Right gastric artery
FJ3596	BP12903	FMA14781	Right gastro-epiploic artery
FJ3604	BP14841	FMA20688	Right inferior epigastric artery
FJ3614	BP12865	FMA20735	Right superficial epigastric artery
FJ3619	BP14805	FMA14746	Right inferior phrenic artery
FJ3620	BP14805	FMA14746	Right inferior phrenic artery
FJ3621	BP14805	FMA14746	Right inferior phrenic artery
FJ3622	BP14805	FMA14746	Right inferior phrenic artery
FJ3623	BP14805	FMA14746	Right inferior phrenic artery
FJ3624	BP14805	FMA14746	Right inferior phrenic artery
FJ3625	BP14805	FMA14746	Right inferior phrenic artery
FJ3626	BP14805	FMA14746	Right inferior phrenic artery
FJ3638	BP11449	FMA14830	Sigmoid artery
FJ3644	BP12905	FMA66358	Trunk of superior mesenteric artery
FJ3656	BP12843	FMA14832	Superior rectal artery
FJ3411	BP12867	FMA3768	Arch of aorta
FJ3413	BP12873	FMA3736	Ascending aorta
FJ3417	BP12880	FMA3932	Brachiocephalic artery
FJ3418	BP12887	FMA14177	Bronchial branch of arch of aorta
FJ3427	BP12845	FMA3784	Descending aorta
FJ3431	BP14875	FMA71537	Set of oesophageal branches of thoracic aorta
FJ3479	BP12866	FMA4694	Left subclavian artery
FJ3483	BP12870	FMA4058	Left common carotid artery
FJ3564	BP14812	FMA3941	Right common carotid artery
FJ3579	BP12855	FMA3953	Right subclavian artery
FJ3416	BP12885	FMA4838	Azygos vein
FJ3434	BP14849	FMA4944	Hemiazygos vein
FJ3441	BP14823	FMA10951	Inferior vena cava
FJ3482	BP14796	FMA4761	Left brachiocephalic vein
FJ3485	BP12883	FMA4762	Left internal jugular vein
FJ3486	BP14845	FMA4763	Left subclavian vein
FJ3583	BP12879	FMA4751	Right brachiocephalic vein
FJ3585	BP14836	FMA4754	Right internal jugular vein
FJ3587	BP12881	FMA4755	Right subclavian vein
FJ3645	BP14816	FMA4720	Superior vena cava
FJ3659	BP14823	FMA10951	Inferior vena cava
FJ3400	BP12901	FMA15394	Left colic vein
FJ3415	BP12908	FMA15408	Ileocolic vein
FJ3429	BP12901	FMA15394	Left colic vein
FJ3438	BP12902	FMA15405	Ileal vein
FJ3440	BP12908	FMA15408	Ileocolic vein
FJ3443	BP12916	FMA15391	Inferior mesenteric vein
FJ3495	BP12901	FMA15394	Left colic vein
FJ3500	BP14888	FMA15399	Left gastric vein
FJ3502	BP10722	FMA15390	Left gastroepiploic vein
FJ3543	BP12904	FMA15406	Middle colic vein
FJ3591	BP11122	FMA15407	Right colic vein
FJ3595	BP12899	FMA15400	Right gastric vein
FJ3597	BP12894	FMA15397	Right gastroepiploic vein
FJ3639	BP14883	FMA15395	Sigmoid vein
FJ3647	BP14815	FMA14332	Superior mesenteric vein
FJ3657	BP10688	FMA15393	Superior rectal vein
FJ3464	BP12874	FMA14766	Left common iliac artery
FJ3466	BP14869	FMA18807	Left external iliac artery
FJ3468	BP12872	FMA18810	Left internal iliac artery
FJ3496	BP14826	FMA20819	Left dorsal artery of penis
FJ3497	BP14826	FMA20819	Left dorsal artery of penis
FJ3511	BP12884	FMA20689	Left inferior epigastric artery
FJ3529	BP12850	FMA20736	Left superficial epigastric artery
FJ3532	BP12915	FMA14760	Left testicular artery
FJ3565	BP14818	FMA14765	Right common iliac artery
FJ3567	BP14877	FMA18806	Right external iliac artery
FJ3569	BP14827	FMA18809	Right internal iliac artery
FJ3592	BP14819	FMA20818	Right dorsal artery of penis
FJ3593	BP14819	FMA20818	Right dorsal artery of penis
FJ3617	BP14880	FMA14759	Right testicular artery
FJ3632	BP12898	FMA14735	Lumbar artery
FJ3636	BP12898	FMA14735	Lumbar artery
FJ3658	BP11815	FMA12858	Ascending lumbar vein
FJ3426	BP12907	FMA21386	Left superficial dorsal vein of penis
FJ3465	BP12877	FMA21388	Left common iliac vein
FJ3469	BP14822	FMA18888	Left internal iliac vein
FJ3470	BP14822	FMA18888	Left internal iliac vein
FJ3471	BP14822	FMA18888	Left internal iliac vein
FJ3484	BP14829	FMA18886	Left external iliac vein
FJ3493	BP14882	FMA4950	Left ascending lumbar vein
FJ3510	BP14843	FMA18904	Left iliolumbar vein
FJ3512	BP12856	FMA21164	Left inferior epigastric vein
FJ3513	BP14848	FMA18913	Left inferior gluteal vein
FJ3522	BP14829	FMA18886	Left external iliac vein
FJ3523	BP14829	FMA18886	Left external iliac vein
FJ3524	BP14829	FMA18886	Left external iliac vein
FJ3525	BP12847	FMA18919	Left internal pudendal vein
FJ3526	BP10776	FMA18907	Left lateral sacral vein
FJ3527	BP14851	FMA18916	Left obturator vein
FJ3530	BP14853	FMA4785	Left superior epigastric vein
FJ3531	BP14847	FMA18910	Left superior gluteal vein
FJ3533	BP14857	FMA14345	Left testicular vein
FJ3541	BP12875	FMA77168	Median sacral vein
FJ3545	BP12072	FMA15398	Pancreaticoduodenal vein
FJ3566	BP14824	FMA21387	Right common iliac vein
FJ3568	BP12860	FMA18885	Right external iliac vein
FJ3570	BP12871	FMA18887	Right internal iliac vein
FJ3571	BP12871	FMA18887	Right internal iliac vein
FJ3572	BP12871	FMA18887	Right internal iliac vein
FJ3589	BP12906	FMA4843	Right ascending lumbar vein
FJ3603	BP12876	FMA18903	Right iliolumbar vein
FJ3605	BP12853	FMA21163	Right inferior epigastric vein
FJ3606	BP14802	FMA18912	Right inferior gluteal vein
FJ3607	BP12871	FMA18887	Right internal iliac vein
FJ3608	BP12871	FMA18887	Right internal iliac vein
FJ3609	BP12871	FMA18887	Right internal iliac vein
FJ3610	BP14854	FMA18918	Right internal pudendal vein
FJ3611	BP10824	FMA18906	Right lateral sacral vein
FJ3612	BP14788	FMA18915	Right obturator vein
FJ3615	BP14839	FMA4771	Right superior epigastric vein
FJ3616	BP12862	FMA18909	Right superior gluteal vein
FJ3618	BP12912	FMA14341	Right testicular vein
FJ3631	BP14860	FMA15370	Lumbar vein
FJ3635	BP14860	FMA15370	Lumbar vein
FJ3637	BP14887	FMA21385	Right superficial dorsal vein of penis
FJ3641	BP14795	FMA14331	Splenic vein
FJ3646	BP12072	FMA15398	Pancreaticoduodenal vein
FJ3655	BP12072	FMA15398	Pancreaticoduodenal vein
FJ3401	BP12892	FMA70479	Anterior inferior pancreaticoduodenal artery
FJ3409	BP12909	FMA14782	Anterior superior pancreaticoduodenal artery
FJ3419	BP14874	FMA14793	Caudal pancreatic artery
FJ3420	BP12360	FMA14773	Splenic artery
FJ3430	BP12911	FMA14787	Dorsal pancreatic artery
FJ3433	BP14873	FMA14792	Great pancreatic artery
FJ3444	BP14864	FMA14790	Inferior pancreatic artery
FJ3446	BP14878	FMA14805	Inferior pancreaticoduodenal artery
FJ3544	BP12360	FMA14773	Splenic artery
FJ3546	BP12900	FMA70480	Posterior inferior pancreaticoduodenal artery
FJ3557	BP10687	FMA14784	Posterior superior pancreaticoduodenal artery
FJ3640	BP12360	FMA14773	Splenic artery
FJ3447	BP14863	FMA68068	Inferior phrenic vein
FJ3448	BP14863	FMA68068	Inferior phrenic vein
FJ3449	BP14863	FMA68068	Inferior phrenic vein
FJ3450	BP14863	FMA68068	Inferior phrenic vein
FJ3451	BP14863	FMA68068	Inferior phrenic vein
FJ3452	BP14863	FMA68068	Inferior phrenic vein
FJ3648	BP12890	FMA78121	Superior phrenic vein
FJ3649	BP12890	FMA78121	Superior phrenic vein
FJ3650	BP12890	FMA78121	Superior phrenic vein
FJ3651	BP12890	FMA78121	Superior phrenic vein
FJ3652	BP12890	FMA78121	Superior phrenic vein
FJ3653	BP12890	FMA78121	Superior phrenic vein
FJ3654	BP12890	FMA78121	Superior phrenic vein
FJ3458	BP14800	FMA70487	Anterior division of left renal artery
FJ3459	BP14800	FMA70487	Anterior division of left renal artery
FJ3460	BP14800	FMA70487	Anterior division of left renal artery
FJ3461	BP14800	FMA70487	Anterior division of left renal artery
FJ3462	BP14800	FMA70487	Anterior division of left renal artery
FJ3463	BP14800	FMA70487	Anterior division of left renal artery
FJ3467	BP14830	FMA69266	Left inferior suprarenal artery
FJ3472	BP14871	FMA14756	Left middle suprarenal artery
FJ3473	BP12852	FMA70490	Posterior division of left renal artery
FJ3474	BP12852	FMA70490	Posterior division of left renal artery
FJ3475	BP12852	FMA70490	Posterior division of left renal artery
FJ3476	BP14884	FMA66364	Trunk of left renal artery
FJ3481	BP14879	FMA70493	Ureteric segment of left renal artery
FJ3558	BP14814	FMA70486	Anterior division of right renal artery
FJ3559	BP14814	FMA70486	Anterior division of right renal artery
FJ3560	BP14814	FMA70486	Anterior division of right renal artery
FJ3561	BP14814	FMA70486	Anterior division of right renal artery
FJ3562	BP14814	FMA70486	Anterior division of right renal artery
FJ3563	BP14814	FMA70486	Anterior division of right renal artery
FJ3573	BP14792	FMA70489	Posterior division of right renal artery
FJ3574	BP14792	FMA70489	Posterior division of right renal artery
FJ3575	BP14792	FMA70489	Posterior division of right renal artery
FJ3576	BP14889	FMA66363	Trunk of right renal artery
FJ3581	BP12886	FMA70492	Ureteric segment of right renal artery
FJ3582	BP12886	FMA70492	Ureteric segment of right renal artery
FJ3584	BP10717	FMA69265	Right inferior suprarenal artery
FJ3586	BP14876	FMA14755	Right middle suprarenal artery
FJ3477	BP14833	FMA14336	Left renal vein
FJ3478	BP14833	FMA14336	Left renal vein
FJ3480	BP14886	FMA14349	Left suprarenal vein
FJ3577	BP14790	FMA14335	Right renal vein
FJ3578	BP14790	FMA14335	Right renal vein
FJ3580	BP10765	FMA14343	Right suprarenal vein
FJ2881	BP13488	FMA8647	Left posterior basal segmental artery
FJ2882	BP12163	FMA8646	Left lateral basal segmental artery
FJ2883	BP12482	FMA8645	Left anterior basal segmental artery
FJ2884	BP13524	FMA8644	Left medial basal segmental artery
FJ2885	BP13524	FMA8644	Left medial basal segmental artery
FJ2886	BP12482	FMA8645	Left anterior basal segmental artery
FJ2887	BP12482	FMA8645	Left anterior basal segmental artery
FJ2888	BP14180	FMA8642	Left superior segmental artery
FJ2889	BP14180	FMA8642	Left superior segmental artery
FJ2890	BP14180	FMA8642	Left superior segmental artery
FJ2891	BP14180	FMA8642	Left superior segmental artery
FJ2892	BP13488	FMA8647	Left posterior basal segmental artery
FJ2893	BP14180	FMA8642	Left superior segmental artery
FJ2894	BP14180	FMA8642	Left superior segmental artery
FJ2895	BP14180	FMA8642	Left superior segmental artery
FJ2896	BP14667	FMA8640	Inferior lingular artery
FJ2897	BP14667	FMA8640	Inferior lingular artery
FJ2898	BP13421	FMA8639	Superior lingular artery
FJ2899	BP13421	FMA8639	Superior lingular artery
FJ2900	BP13421	FMA8639	Superior lingular artery
FJ2901	BP13421	FMA8639	Superior lingular artery
FJ2902	BP13396	FMA13279	Left anterior segmental artery
FJ2903	BP13488	FMA8647	Left posterior basal segmental artery
FJ2904	BP13396	FMA13279	Left anterior segmental artery
FJ2905	BP13396	FMA13279	Left anterior segmental artery
FJ2906	BP13396	FMA13279	Left anterior segmental artery
FJ2907	BP13396	FMA13279	Left anterior segmental artery
FJ2908	BP13396	FMA13279	Left anterior segmental artery
FJ2909	BP13396	FMA13279	Left anterior segmental artery
FJ2910	BP13396	FMA13279	Left anterior segmental artery
FJ2911	BP12362	FMA8635	Left posterior segmental artery
FJ2912	BP12362	FMA8635	Left posterior segmental artery
FJ2913	BP12362	FMA8635	Left posterior segmental artery
FJ2914	BP13488	FMA8647	Left posterior basal segmental artery
FJ2915	BP12198	FMA8634	Left apical segmental artery
FJ2916	BP12198	FMA8634	Left apical segmental artery
FJ2917	BP12198	FMA8634	Left apical segmental artery
FJ2918	BP12198	FMA8634	Left apical segmental artery
FJ2919	BP13488	FMA8647	Left posterior basal segmental artery
FJ2920	BP13488	FMA8647	Left posterior basal segmental artery
FJ2921	BP12163	FMA8646	Left lateral basal segmental artery
FJ2922	BP12163	FMA8646	Left lateral basal segmental artery
FJ2923	BP12163	FMA8646	Left lateral basal segmental artery
FJ2924	BP12351	FMA50873	Left pulmonary artery
FJ2925	BP12423	FMA49916	Left superior pulmonary vein
FJ2926	BP13739	FMA9438	Left posterior segmental vein
FJ2927	BP13739	FMA9438	Left posterior segmental vein
FJ2928	BP13739	FMA9438	Left posterior segmental vein
FJ2929	BP13739	FMA9438	Left posterior segmental vein
FJ2930	BP14806	FMA8667	Left anterior segmental vein
FJ2931	BP14806	FMA8667	Left anterior segmental vein
FJ2932	BP14806	FMA8667	Left anterior segmental vein
FJ2933	BP12423	FMA49916	Left superior pulmonary vein
FJ2934	BP14249	FMA8669	Inferior lingular vein
FJ2935	BP14249	FMA8669	Inferior lingular vein
FJ2936	BP12184	FMA9437	Left apical segmental vein
FJ2937	BP12140	FMA8668	Superior lingular vein
FJ2938	BP12140	FMA8668	Superior lingular vein
FJ2939	BP13739	FMA9438	Left posterior segmental vein
FJ2940	BP13739	FMA9438	Left posterior segmental vein
FJ2941	BP13739	FMA9438	Left posterior segmental vein
FJ2942	BP13739	FMA9438	Left posterior segmental vein
FJ2943	BP13739	FMA9438	Left posterior segmental vein
FJ2944	BP13875	FMA49913	Left inferior pulmonary vein
FJ2945	BP12629	FMA9451	Left posterior basal segmental vein
FJ2946	BP12629	FMA9451	Left posterior basal segmental vein
FJ2947	BP12184	FMA9437	Left apical segmental vein
FJ2948	BP12629	FMA9451	Left posterior basal segmental vein
FJ2949	BP12629	FMA9451	Left posterior basal segmental vein
FJ2950	BP13875	FMA49913	Left inferior pulmonary vein
FJ2951	BP13507	FMA9450	Left lateral basal segmental vein
FJ2952	BP13507	FMA9450	Left lateral basal segmental vein
FJ2953	BP13507	FMA9450	Left lateral basal segmental vein
FJ2954	BP13507	FMA9450	Left lateral basal segmental vein
FJ2955	BP13875	FMA49913	Left inferior pulmonary vein
FJ2956	BP12560	FMA8678	Left anterior basal segmental vein
FJ2957	BP12560	FMA8678	Left anterior basal segmental vein
FJ2958	BP12184	FMA9437	Left apical segmental vein
FJ2959	BP12560	FMA8678	Left anterior basal segmental vein
FJ2960	BP12560	FMA8678	Left anterior basal segmental vein
FJ2961	BP12184	FMA9437	Left apical segmental vein
FJ2962	BP12184	FMA9437	Left apical segmental vein
FJ2963	BP12184	FMA9437	Left apical segmental vein
FJ2964	BP12184	FMA9437	Left apical segmental vein
FJ2965	BP13739	FMA9438	Left posterior segmental vein
FJ2966	BP12527	FMA8612	Pulmonary trunk
FJ2967	BP14492	FMA68662	Apical part of right apical segmental artery
FJ2968	BP12121	FMA68670	Apical part of right posterior segmental artery
FJ2969	BP12121	FMA68670	Apical part of right posterior segmental artery
FJ2970	BP12091	FMA68673	Posterior part of right posterior segmental artery
FJ2971	BP12091	FMA68673	Posterior part of right posterior segmental artery
FJ2972	BP12091	FMA68673	Posterior part of right posterior segmental artery
FJ2973	BP12473	FMA68197	Right upper lobar artery
FJ2974	BP12394	FMA68677	Posterior branch of right anterior segmental artery
FJ2975	BP12302	FMA68683	Anterior branch of right anterior segmental artery
FJ2976	BP12302	FMA68683	Anterior branch of right anterior segmental artery
FJ2977	BP12302	FMA68683	Anterior branch of right anterior segmental artery
FJ2978	BP12211	FMA68665	Anterior part of right apical segmental artery
FJ2979	BP12302	FMA68683	Anterior branch of right anterior segmental artery
FJ2980	BP12394	FMA68677	Posterior branch of right anterior segmental artery
FJ2981	BP12394	FMA68677	Posterior branch of right anterior segmental artery
FJ2982	BP14394	FMA68691	Anterior branch of lateral segmental artery
FJ2983	BP12178	FMA68690	Posterior branch of lateral segmental artery
FJ2984	BP12178	FMA68690	Posterior branch of lateral segmental artery
FJ2985	BP14394	FMA68691	Anterior branch of lateral segmental artery
FJ2986	BP14521	FMA68693	Superior branch of medial segmental artery
FJ2987	BP12048	FMA68694	Inferior branch of medial segmental artery
FJ2988	BP12048	FMA68694	Inferior branch of medial segmental artery
